log_id,full_name,student_id,roll_number,class_section,biometric_id,date,time_in,time_out,attendance_status,fingerprint_template,finger_used,match_score,scan_quality,scan_attempts,scan_result,device_id,device_name,subject_code,subject_name,day,reader_location,biometric_status
BIO00001445,Faisal Shankar Gaikwad,UGF23AI344,B82,CSE-AIML-B,BIO0344,2024-07-04,,,Absent,FP-UGF23AI344-F03,Right Ring,0.0,,0,No Scan,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001446,Gajanan Chand Ambhore,UGF23AI345,C82,CSE-AIML-C,BIO0345,2024-07-04,14:06:00,15:10:00,Late,FP-UGF23AI345-F01,Right Index,76.25,Excellent,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001447,Kunal Gupta,UGF23AI346,A83,CSE-AIML-A,BIO0346,2024-07-04,14:01:00,14:49:00,Present,FP-UGF23AI346-F00,Right Thumb,76.33,Excellent,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001448,Amol Lal Tiwari,UGF23AI347,B83,CSE-AIML-B,BIO0347,2024-07-04,,,Absent,FP-UGF23AI347-F03,Right Ring,0.0,,0,Device Inactive,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Inactive
BIO00001449,Aarav Upadhyay,UGF23AI348,C83,CSE-AIML-C,BIO0348,2024-07-04,14:00:00,14:53:00,Present,FP-UGF23AI348-F04,Right Little,85.4,Excellent,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001450,Eshaan Kumar Kumar,UGF23AI349,A84,CSE-AIML-A,BIO0349,2024-07-04,,,Absent,FP-UGF23AI349-F00,Right Thumb,0.0,,0,No Scan,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001451,Farhan Rao Banerjee,UGF23AI350,B84,CSE-AIML-B,BIO0350,2024-07-04,14:01:00,14:49:00,Present,FP-UGF23AI350-F04,Right Little,97.89,Good,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001452,Gunjan Lal Gaikwad,UGF23AI351,C84,CSE-AIML-C,BIO0351,2024-07-04,14:03:00,14:53:00,Present,FP-UGF23AI351-F01,Right Index,75.36,Excellent,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001453,Anjali Raj Naik,UGF23AI352,A85,CSE-AIML-A,BIO0352,2024-07-04,,,Absent,FP-UGF23AI352-F04,Right Little,0.0,,0,No Scan,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001454,Dhruv Prasad Zende,UGF23AI353,B85,CSE-AIML-B,BIO0353,2024-07-04,14:02:00,14:47:00,Present,FP-UGF23AI353-F01,Right Index,92.5,Good,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001455,Iqbal Prasad Salve,UGF23AI354,C85,CSE-AIML-C,BIO0354,2024-07-04,14:18:00,15:04:00,Late,FP-UGF23AI354-F00,Right Thumb,87.39,Average,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001456,Hina Bala Agarwal,UGF23AI355,A86,CSE-AIML-A,BIO0355,2024-07-04,,,Absent,FP-UGF23AI355-F03,Right Ring,0.0,,0,No Scan,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001457,Harsha Joshi,UGF23AI356,B86,CSE-AIML-B,BIO0356,2024-07-04,14:10:00,15:04:00,Late,FP-UGF23AI356-F01,Right Index,92.9,Excellent,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001458,Anjali Ram Gangurde,UGF23AI357,C86,CSE-AIML-C,BIO0357,2024-07-04,14:01:00,14:53:00,Present,FP-UGF23AI357-F00,Right Thumb,92.17,Average,3,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001459,Harsha Rao Gaikwad,UGF23AI358,A87,CSE-AIML-A,BIO0358,2024-07-04,14:03:00,15:05:00,Present,FP-UGF23AI358-F03,Right Ring,98.71,Good,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001460,Bharat Raj Agarwal,UGF23AI359,B87,CSE-AIML-B,BIO0359,2024-07-04,,,Absent,FP-UGF23AI359-F04,Right Little,0.0,,0,No Scan,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001461,Sumit Prasad Dalvi,UGF23AI360,C87,CSE-AIML-C,BIO0360,2024-07-04,14:02:00,15:01:00,Present,FP-UGF23AI360-F02,Right Middle,95.44,Good,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001462,Firoz Das Narwade,UGF23AI361,A88,CSE-AIML-A,BIO0361,2024-07-04,14:01:00,14:56:00,Present,FP-UGF23AI361-F01,Right Index,93.31,Good,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001463,Divya Das,UGF23AI362,B88,CSE-AIML-B,BIO0362,2024-07-04,14:02:00,14:56:00,Present,FP-UGF23AI362-F04,Right Little,78.68,Good,2,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001464,Madhuri Devi Pawar,UGF23AI363,C88,CSE-AIML-C,BIO0363,2024-07-04,14:03:00,14:50:00,Present,FP-UGF23AI363-F00,Right Thumb,89.99,Average,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001465,Disha Shankar Kale,UGF23AI364,A89,CSE-AIML-A,BIO0364,2024-07-04,14:01:00,14:47:00,Present,FP-UGF23AI364-F03,Right Ring,83.55,Average,3,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001466,Rajesh Das Hatwar,UGF23AI365,B89,CSE-AIML-B,BIO0365,2024-07-04,14:01:00,15:04:00,Present,FP-UGF23AI365-F04,Right Little,78.47,Average,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001467,Kalpesh Shankar Ghosh,UGF23AI366,C89,CSE-AIML-C,BIO0366,2024-07-04,14:19:00,15:20:00,Late,FP-UGF23AI366-F03,Right Ring,88.55,Good,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001468,Madhuri Hande,UGF23AI367,A90,CSE-AIML-A,BIO0367,2024-07-04,14:01:00,14:53:00,Present,FP-UGF23AI367-F04,Right Little,92.03,Average,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001469,Nisha Lal Shah,UGF23AI368,B90,CSE-AIML-B,BIO0368,2024-07-04,,,Absent,FP-UGF23AI368-F02,Right Middle,0.0,,0,Device Inactive,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Inactive
BIO00001470,Manish Sai Junghare,UGF23AI369,C90,CSE-AIML-C,BIO0369,2024-07-04,14:02:00,15:04:00,Present,FP-UGF23AI369-F04,Right Little,98.33,Good,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001471,Lakshmi Nath Raut,UGF23AI370,A91,CSE-AIML-A,BIO0370,2024-07-04,14:03:00,14:51:00,Present,FP-UGF23AI370-F00,Right Thumb,80.62,Good,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001472,Wasim Prasad Patel,UGF23AI371,B91,CSE-AIML-B,BIO0371,2024-07-04,,,Absent,FP-UGF23AI371-F01,Right Index,0.0,,0,No Scan,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001473,Bhushan Raj Kadam,UGF23AI372,C91,CSE-AIML-C,BIO0372,2024-07-04,14:00:00,15:00:00,Present,FP-UGF23AI372-F01,Right Index,78.59,Excellent,3,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001474,Mukesh Ram Zende,UGF23AI373,A92,CSE-AIML-A,BIO0373,2024-07-04,14:01:00,15:03:00,Present,FP-UGF23AI373-F01,Right Index,90.89,Poor,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001475,Bhushan Iyer,UGF23AI374,B92,CSE-AIML-B,BIO0374,2024-07-04,14:01:00,14:51:00,Present,FP-UGF23AI374-F01,Right Index,95.61,Good,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001476,Geeta Chand Hatwar,UGF23AI375,C92,CSE-AIML-C,BIO0375,2024-07-04,14:20:00,15:05:00,Late,FP-UGF23AI375-F00,Right Thumb,92.38,Good,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001477,Faisal Kadam,UGF23AI376,A93,CSE-AIML-A,BIO0376,2024-07-04,14:03:00,15:08:00,Present,FP-UGF23AI376-F04,Right Little,90.31,Excellent,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001478,Zara Das Kaur,UGF23AI377,B93,CSE-AIML-B,BIO0377,2024-07-04,,,Absent,FP-UGF23AI377-F02,Right Middle,0.0,,0,Device Inactive,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Inactive
BIO00001479,Zara Nambiar,UGF23AI378,C93,CSE-AIML-C,BIO0378,2024-07-04,14:00:00,14:53:00,Present,FP-UGF23AI378-F00,Right Thumb,92.45,Average,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001480,Chetan Salve,UGF23AI379,A94,CSE-AIML-A,BIO0379,2024-07-04,14:26:00,15:26:00,Late,FP-UGF23AI379-F01,Right Index,99.77,Good,3,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001481,Mahesh Shankar Gangurde,UGF23AI380,B94,CSE-AIML-B,BIO0380,2024-07-04,14:14:00,15:01:00,Late,FP-UGF23AI380-F00,Right Thumb,81.11,Average,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001482,Faisal Das Saxena,UGF23AI381,C94,CSE-AIML-C,BIO0381,2024-07-04,14:02:00,14:54:00,Present,FP-UGF23AI381-F03,Right Ring,90.03,Good,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001483,Geeta Raj Joshi,UGF23AI382,A95,CSE-AIML-A,BIO0382,2024-07-04,14:03:00,14:54:00,Present,FP-UGF23AI382-F02,Right Middle,90.28,Excellent,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001484,Ravi Lal Bhosale,UGF23AI383,B95,CSE-AIML-B,BIO0383,2024-07-04,14:00:00,15:01:00,Present,FP-UGF23AI383-F02,Right Middle,86.07,Good,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001485,Gaurav Bala Jain,UGF23AI384,C95,CSE-AIML-C,BIO0384,2024-07-04,,,Absent,FP-UGF23AI384-F01,Right Index,0.0,,0,No Scan,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001486,Om Gupta,UGF23AI385,A96,CSE-AIML-A,BIO0385,2024-07-04,14:00:00,14:53:00,Present,FP-UGF23AI385-F00,Right Thumb,89.58,Good,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001487,Sarita Das Desai,UGF23AI386,B96,CSE-AIML-B,BIO0386,2024-07-04,14:01:00,14:47:00,Present,FP-UGF23AI386-F02,Right Middle,82.23,Good,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001488,Jayesh Nath Hatwar,UGF23AI387,C96,CSE-AIML-C,BIO0387,2024-07-04,14:01:00,15:01:00,Present,FP-UGF23AI387-F03,Right Ring,87.11,Excellent,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001489,Jiya Nath Junghare,UGF23AI388,A97,CSE-AIML-A,BIO0388,2024-07-04,14:03:00,14:49:00,Present,FP-UGF23AI388-F04,Right Little,82.53,Excellent,2,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001490,Geeta Prakash Hande,UGF23AI389,B97,CSE-AIML-B,BIO0389,2024-07-04,14:03:00,14:51:00,Present,FP-UGF23AI389-F04,Right Little,77.53,Excellent,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001491,Urmila Pillai,UGF23AI390,C97,CSE-AIML-C,BIO0390,2024-07-04,,,Absent,FP-UGF23AI390-F01,Right Index,0.0,,0,No Scan,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001492,Rekha Rao Singh,UGF23AI391,A98,CSE-AIML-A,BIO0391,2024-07-04,14:02:00,15:00:00,Present,FP-UGF23AI391-F00,Right Thumb,75.51,Good,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001493,Kedar Singh,UGF23AI392,B98,CSE-AIML-B,BIO0392,2024-07-04,14:21:00,15:14:00,Late,FP-UGF23AI392-F04,Right Little,85.86,Good,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001494,Dhruv Das Takle,UGF23AI393,C98,CSE-AIML-C,BIO0393,2024-07-04,14:02:00,15:02:00,Present,FP-UGF23AI393-F03,Right Ring,84.99,Average,2,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001495,Om Nath Londhe,UGF23AI394,A99,CSE-AIML-A,BIO0394,2024-07-04,,,Absent,FP-UGF23AI394-F03,Right Ring,0.0,,0,No Scan,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001496,Hina Kumar Pandey,UGF23AI395,B99,CSE-AIML-B,BIO0395,2024-07-04,14:01:00,14:52:00,Present,FP-UGF23AI395-F01,Right Index,86.11,Poor,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001497,Wasim Prakash Ingle,UGF23AI396,C99,CSE-AIML-C,BIO0396,2024-07-04,14:14:00,15:02:00,Late,FP-UGF23AI396-F00,Right Thumb,88.94,Excellent,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001498,Nandini Deshpande,UGF23AI397,A100,CSE-AIML-A,BIO0397,2024-07-04,14:00:00,14:56:00,Present,FP-UGF23AI397-F01,Right Index,76.49,Average,1,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001499,Babita Fulzele,UGF23AI398,B100,CSE-AIML-B,BIO0398,2024-07-04,14:00:00,14:54:00,Present,FP-UGF23AI398-F03,Right Ring,96.92,Excellent,2,Match Success,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001500,Hitesh Sai Takle,UGF23AI399,C100,CSE-AIML-C,BIO0399,2024-07-04,,,Absent,FP-UGF23AI399-F03,Right Ring,0.0,,0,No Scan,RDR-BIO-004,Startek FM220U,AIPC353T,NLP & Text Analytics,Thursday,Room-202,Active
BIO00001501,Namrata Prasad Patel,UGF23AI100,A01,CSE-AIML-A,BIO0100,2024-07-05,,,Absent,FP-UGF23AI100-F01,Right Index,0.0,,0,No Scan,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001502,Jatin Kumar Ambhore,UGF23AI101,B01,CSE-AIML-B,BIO0101,2024-07-05,15:03:00,15:54:00,Present,FP-UGF23AI101-F03,Right Ring,77.47,Good,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001503,Mohit Shankar Gaikwad,UGF23AI102,C01,CSE-AIML-C,BIO0102,2024-07-05,15:01:00,15:50:00,Present,FP-UGF23AI102-F02,Right Middle,96.36,Excellent,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001504,Suresh Londhe,UGF23AI103,A02,CSE-AIML-A,BIO0103,2024-07-05,15:00:00,16:03:00,Present,FP-UGF23AI103-F00,Right Thumb,79.1,Good,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001505,Anjali Nath More,UGF23AI104,B02,CSE-AIML-B,BIO0104,2024-07-05,15:02:00,16:00:00,Present,FP-UGF23AI104-F00,Right Thumb,76.49,Good,2,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001506,Vikas Raj Mukherjee,UGF23AI105,C02,CSE-AIML-C,BIO0105,2024-07-05,,,Absent,FP-UGF23AI105-F02,Right Middle,0.0,,0,No Scan,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001507,Manish Das Ambhore,UGF23AI106,A03,CSE-AIML-A,BIO0106,2024-07-05,15:02:00,15:59:00,Present,FP-UGF23AI106-F03,Right Ring,86.2,Average,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001508,Mohit Nath Gangurde,UGF23AI107,B03,CSE-AIML-B,BIO0107,2024-07-05,,,Absent,FP-UGF23AI107-F04,Right Little,0.0,,0,No Scan,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001509,Kamla Ram Mehta,UGF23AI108,C03,CSE-AIML-C,BIO0108,2024-07-05,15:03:00,16:08:00,Present,FP-UGF23AI108-F00,Right Thumb,96.71,Good,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001510,Mohit Rao Agarwal,UGF23AI109,A04,CSE-AIML-A,BIO0109,2024-07-05,15:00:00,15:58:00,Present,FP-UGF23AI109-F04,Right Little,89.94,Good,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001511,Farhan Nair,UGF23AI110,B04,CSE-AIML-B,BIO0110,2024-07-05,15:00:00,15:56:00,Present,FP-UGF23AI110-F04,Right Little,81.91,Excellent,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001512,Mithun Iyer,UGF23AI111,C04,CSE-AIML-C,BIO0111,2024-07-05,,,Absent,FP-UGF23AI111-F03,Right Ring,0.0,,0,No Scan,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001513,Ravi Kumar Joshi,UGF23AI112,A05,CSE-AIML-A,BIO0112,2024-07-05,15:02:00,15:56:00,Present,FP-UGF23AI112-F00,Right Thumb,96.3,Good,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001514,Farhan Dange,UGF23AI113,B05,CSE-AIML-B,BIO0113,2024-07-05,15:01:00,16:01:00,Present,FP-UGF23AI113-F03,Right Ring,83.39,Good,3,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001515,Onkar Prasad Mishra,UGF23AI114,C05,CSE-AIML-C,BIO0114,2024-07-05,15:00:00,15:53:00,Present,FP-UGF23AI114-F01,Right Index,90.67,Poor,2,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001516,Divya Zende,UGF23AI115,A06,CSE-AIML-A,BIO0115,2024-07-05,15:02:00,15:54:00,Present,FP-UGF23AI115-F00,Right Thumb,89.09,Good,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001517,Nikhil Prakash Hatwar,UGF23AI116,B06,CSE-AIML-B,BIO0116,2024-07-05,,,Absent,FP-UGF23AI116-F02,Right Middle,0.0,,0,No Scan,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001518,Bhushan Raj Chatterjee,UGF23AI117,C06,CSE-AIML-C,BIO0117,2024-07-05,15:02:00,16:06:00,Present,FP-UGF23AI117-F04,Right Little,85.55,Good,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001519,Gunjan Pandey,UGF23AI118,A07,CSE-AIML-A,BIO0118,2024-07-05,,,Absent,FP-UGF23AI118-F00,Right Thumb,0.0,,0,No Scan,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001520,Fatima Lal Ahuja,UGF23AI119,B07,CSE-AIML-B,BIO0119,2024-07-05,15:02:00,15:53:00,Present,FP-UGF23AI119-F00,Right Thumb,92.11,Good,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001521,Farhan Devi Pandey,UGF23AI120,C07,CSE-AIML-C,BIO0120,2024-07-05,15:01:00,15:49:00,Present,FP-UGF23AI120-F04,Right Little,93.04,Average,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001522,Manish Chand Mehta,UGF23AI121,A08,CSE-AIML-A,BIO0121,2024-07-05,15:02:00,15:52:00,Present,FP-UGF23AI121-F02,Right Middle,97.09,Average,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001523,Iqbal Raj Pillai,UGF23AI122,B08,CSE-AIML-B,BIO0122,2024-07-05,15:03:00,16:05:00,Present,FP-UGF23AI122-F00,Right Thumb,83.5,Excellent,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001524,Kavya Devi Yadav,UGF23AI123,C08,CSE-AIML-C,BIO0123,2024-07-05,,,Absent,FP-UGF23AI123-F04,Right Little,0.0,,0,Device Inactive,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Inactive
BIO00001525,Priya Das Shah,UGF23AI124,A09,CSE-AIML-A,BIO0124,2024-07-05,15:03:00,15:48:00,Present,FP-UGF23AI124-F04,Right Little,76.66,Average,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001526,Hina Das Thakur,UGF23AI125,B09,CSE-AIML-B,BIO0125,2024-07-05,15:02:00,16:03:00,Present,FP-UGF23AI125-F03,Right Ring,89.13,Excellent,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001527,Rajesh Shankar Chavan,UGF23AI126,C09,CSE-AIML-C,BIO0126,2024-07-05,15:00:00,16:00:00,Present,FP-UGF23AI126-F02,Right Middle,85.89,Good,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001528,Indira Sai Hegde,UGF23AI127,A10,CSE-AIML-A,BIO0127,2024-07-05,15:00:00,15:46:00,Present,FP-UGF23AI127-F04,Right Little,96.09,Excellent,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001529,Amrita Shankar Londhe,UGF23AI128,B10,CSE-AIML-B,BIO0128,2024-07-05,15:03:00,15:54:00,Present,FP-UGF23AI128-F04,Right Little,75.99,Good,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001530,Chetna Lal Ghosh,UGF23AI129,C10,CSE-AIML-C,BIO0129,2024-07-05,15:02:00,15:56:00,Present,FP-UGF23AI129-F04,Right Little,85.7,Excellent,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001531,Lalit Shankar Salve,UGF23AI130,A11,CSE-AIML-A,BIO0130,2024-07-05,15:02:00,15:54:00,Present,FP-UGF23AI130-F00,Right Thumb,78.78,Good,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001532,Pooja Lal Patel,UGF23AI131,B11,CSE-AIML-B,BIO0131,2024-07-05,15:03:00,15:54:00,Present,FP-UGF23AI131-F00,Right Thumb,88.49,Excellent,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001533,Abhishek Kumar Shah,UGF23AI132,C11,CSE-AIML-C,BIO0132,2024-07-05,15:02:00,16:02:00,Present,FP-UGF23AI132-F03,Right Ring,78.1,Excellent,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001534,Indira Ram Ingole,UGF23AI133,A12,CSE-AIML-A,BIO0133,2024-07-05,15:01:00,15:53:00,Present,FP-UGF23AI133-F03,Right Ring,81.96,Excellent,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001535,Wasim Nambiar,UGF23AI134,B12,CSE-AIML-B,BIO0134,2024-07-05,15:03:00,16:02:00,Present,FP-UGF23AI134-F01,Right Index,80.31,Excellent,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001536,Dev Sai Dalvi,UGF23AI135,C12,CSE-AIML-C,BIO0135,2024-07-05,15:03:00,16:07:00,Present,FP-UGF23AI135-F00,Right Thumb,93.69,Excellent,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
BIO00001537,Jagdish Naik,UGF23AI136,A13,CSE-AIML-A,BIO0136,2024-07-05,15:03:00,16:04:00,Present,FP-UGF23AI136-F03,Right Ring,83.52,Excellent,1,Match Success,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Cloud Computing,Friday,Room-203,Active
